class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Accipitriformes,Accipitridae,Accipiter,melanoleucus,-999,Black Sparrowhawk,"Bennett, 1986","mean of Szekely, Lislevand, and Figuerola, 2007 & Jetz, Sekercioglu, and Bohning-Gaese, 2008 from median of 6(BC Birds - Wilson, 2003, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Szekely, Lislevand, and Figuerola, 2007, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, BC Birds - Wilson, 2003, Bennett, 1986)","Bennett, 1986","mean of Dunning, 1992 & Szekely, Lislevand, and Figuerola, 2007 from median of 4(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","BC Birds - Wilson, 2003",-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986","Bennett, 1986 from median of 3(BC Birds - Wilson, 2003, BC Birds - Wilson, 2003, Bennett, 1986)","Bennett, 1986 from median of 3(BC Birds - Wilson, 2003, BC Birds - Wilson, 2003, Bennett, 1986)","mean of BC Birds - Wilson, 2003 and BC Birds - Wilson, 2003",-999,-999,"Szekely, Lislevand, and Figuerola, 2007","Szekely, Lislevand, and Figuerola, 2007","mean of Dunning, 1992 & Szekely, Lislevand, and Figuerola, 2007 from median of 4(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,meyerianus,-999,Meyer's Goshawk,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992","Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,minullus,-999,Little Sparrowhawk,"Bennett, 1986","mean of Bennett, 1986 & Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 from median of 4(Szekely, Lislevand, and Figuerola, 2007, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)",-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Bennett, 1986 from median of 4(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"mean of Dunning, 1992 and Bennett, 1986","Bennett, 1986 from median of 3(Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,nisus,-999,Eurasian Sparrowhawk,"de Magalhaes and Costa, 2009 from median of 3(Bennett, 1986, de Magalhaes and Costa, 2009, Saether, B-E., Bakke, O., 2000)","mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Bennett, 1986","mean of Wasser, D.E. and P.W. Sherman, 2010 & Szekely, Lislevand, and Figuerola, 2007 from median of 6(Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986, de Magalhaes and Costa, 2009)","Fransson, T., Kolehmainen, T., Kroon, C. et al., 2010",-999,-999,"Bennett, 1986",-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986","mean of BC Birds - Margalida, A., Arroyo, B.E., Bortolotti, G.R., et al, 2006 and Bennett, 1986","mean of Carrier, D.R., Auriemma, J., 1992 and Bennett, 1986","mean of Bennett, 1986 & de Magalhaes and Costa, 2009 from median of 6(Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, Fransson, T., Kolehmainen, T., Kroon, C. et al., 2010, Wasser, D.E. and P.W. Sherman, 2010, Bennett, 1986, de Magalhaes and Costa, 2009)","de Magalhaes and Costa, 2009",-999,"Szekely, Lislevand, and Figuerola, 2007 from median of 3(Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 4(Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Wasser, D.E. and P.W. Sherman, 2010 and de Magalhaes and Costa, 2009",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,novaehollandiae,-999,Grey Goshawk,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Bennett, 1986 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Szekely, Lislevand, and Figuerola, 2007, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)",-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986",-999,-999,-999,-999,-999,"mean of Dunning, 1992 & Szekely, Lislevand, and Figuerola, 2007 from median of 4(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Dunning, 1992 & Szekely, Lislevand, and Figuerola, 2007 from median of 4(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Szekely, Lislevand, and Figuerola, 2007",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,ovampensis,-999,Ovambo Sparrowhawk,-999,"mean of Bennett, 1986 & Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986, Szekely, Lislevand, and Figuerola, 2007)",-999,"mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 4(Dunning, 1992, Dunning, 1992, Bennett, 1986, Szekely, Lislevand, and Figuerola, 2007)",-999,-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986",-999,-999,-999,"mean of Bennett, 1986 and Szekely, Lislevand, and Figuerola, 2007","mean of Bennett, 1986 and Szekely, Lislevand, and Figuerola, 2007","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,poliocephalus,-999,Grey-headed Goshawk,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Bennett, 1986","mean of Dunning, 1992 and Bennett, 1986",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,rhodogaster,-999,Vinous-breasted Sparrowhawk,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992","Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,rufitorques,-999,Fiji Goshawk,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,rufiventris,-999,Rufous-breasted Sparrowhawk,-999,"mean of Bennett, 1986 & Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 from median of 4(Szekely, Lislevand, and Figuerola, 2007, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)",-999,"Bennett, 1986 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986",-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Bennett, 1986 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,soloensis,-999,Chinese Sparrowhawk,"Bennett, 1986","Jetz, Sekercioglu, and Bohning-Gaese, 2008 from median of 3(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)",-999,"mean of Dunning, 1992 & Bennett, 1986 from median of 4(Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Bennett, 1986","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,striatus,-999,Sharp-shinned Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","mean of Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 & Bennett, 1986 from median of 6(Szekely, Lislevand, and Figuerola, 2007, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Jetz, Sekercioglu, and Bohning-Gaese, 2008, de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","Szekely, Lislevand, and Figuerola, 2007 from median of 9(Dunning, 1992, Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, Dunning, 1992, Dyke and Kaiser, 2010, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,-999,-999,-999,"Bennett, 1986 from median of 3(Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of de Magalhaes and Costa, 2009 and Bennett, 1986","mean of Carrier, D.R., Auriemma, J., 1992 and Bennett, 1986","mean of Lutmerding, J.A. and A.S. Love, 2013 & Wasser, D.E. and P.W. Sherman, 2010 from median of 6(Carey, J.R. and D.S. Judge, 2002, Lutmerding, J.A. and A.S. Love, 2013, Wasser, D.E. and P.W. Sherman, 2010, Wasser, D.E. and P.W. Sherman, 2010, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,"Szekely, Lislevand, and Figuerola, 2007 from median of 5(Dunning, 1992, Dyke and Kaiser, 2010, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 6(Carrier, D.R., Auriemma, J., 1992, Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Wasser, D.E. and P.W. Sherman, 2010",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,superciliosus,-999,Tiny Hawk,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992","mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,tachiro,-999,African Goshawk,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 & Bennett, 1986 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009)","Bennett, 1986","Dunning, 1992 from median of 9(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"mean of BC Birds - Schifter, H, 1998 & Bennett, 1986 from median of 6(BC Birds - Schifter, H, 1998, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,toussenelii,-999,Red-chested Goshawk,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 & Bennett, 1986 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009)","Bennett, 1986","Dunning, 1992 from median of 9(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"mean of BC Birds - Schifter, H, 1998 & Bennett, 1986 from median of 6(BC Birds - Schifter, H, 1998, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,trinotatus,-999,Spot-tailed Sparrowhawk,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,trivirgatus,-999,Crested Goshawk,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992","Dunning, 1992",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,ventralis,-999,Plain-breasted Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","mean of Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 & Bennett, 1986 from median of 6(Szekely, Lislevand, and Figuerola, 2007, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Jetz, Sekercioglu, and Bohning-Gaese, 2008, de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","mean of Szekely, Lislevand, and Figuerola, 2007 & Wasser, D.E. and P.W. Sherman, 2010 from median of 10(Dunning, 1992, Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, Dunning, 1992, Dyke and Kaiser, 2010, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,-999,-999,-999,"Bennett, 1986 from median of 3(Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of de Magalhaes and Costa, 2009 and Bennett, 1986","mean of Carrier, D.R., Auriemma, J., 1992 and Bennett, 1986","mean of Lutmerding, J.A. and A.S. Love, 2013 & Wasser, D.E. and P.W. Sherman, 2010 from median of 6(Carey, J.R. and D.S. Judge, 2002, Lutmerding, J.A. and A.S. Love, 2013, Wasser, D.E. and P.W. Sherman, 2010, Wasser, D.E. and P.W. Sherman, 2010, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Dyke and Kaiser, 2010 from median of 6(Dunning, 1992, Dyke and Kaiser, 2010, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 6(Carrier, D.R., Auriemma, J., 1992, Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Wasser, D.E. and P.W. Sherman, 2010",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,virgatus,-999,Besra,-999,"mean of Bennett, 1986 and Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,"Bennett, 1986 from median of 5(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Aegypius,monachus,-999,Cinereous Vulture,"Bennett, 1986","Szekely, Lislevand, and Figuerola, 2007 from median of 5(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Szekely, Lislevand, and Figuerola, 2007, Werner and Griebeler, 2012, Bennett, 1986)","mean of Werner and Griebeler, 2012 and Bennett, 1986","Szekely, Lislevand, and Figuerola, 2007 from median of 7(Wasser, D.E. and P.W. Sherman, 2010, Dunning, 1992, de Magalhaes and Costa, 2009, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Werner and Griebeler, 2012, Bennett, 1986)","Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,"Werner and Griebeler, 2012 from median of 3(Szekely, Lislevand, and Figuerola, 2007, Werner and Griebeler, 2012, Bennett, 1986)","Bennett, 1986","mean of Carrier, D.R., Auriemma, J., 1992 and Bennett, 1986","mean of Carey, J.R. and D.S. Judge, 2002 & de Magalhaes and Costa, 2009 from median of 6(Carey, J.R. and D.S. Judge, 2002, Wasser, D.E. and P.W. Sherman, 2010, Carey, J.R. and D.S. Judge, 2002, Wasser, D.E. and P.W. Sherman, 2010, de Magalhaes and Costa, 2009, Bennett, 1986)",-999,-999,"mean of Dunning, 1992 and Szekely, Lislevand, and Figuerola, 2007","Dunning, 1992 from median of 3(Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007)","Wasser, D.E. and P.W. Sherman, 2010 from median of 3(Wasser, D.E. and P.W. Sherman, 2010, Werner and Griebeler, 2012, Bennett, 1986)",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Aegypius,occipitalis,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Aquila,adalberti,-999,Spanish Imperial Eagle,"mean of Bennett, 1986 and BC Birds - Gonzalez, L.M., Oria, J., Margalida, A., et al, 2006","mean of Bennett, 1986 & Krist, 2011 from median of 6(BC Birds - Margalida, A., Gonzalez, L.M., Sanchez, R., et al, 2007, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)","Bennett, 1986","mean of Szekely, Lislevand, and Figuerola, 2007 & de Magalhaes and Costa, 2009 from median of 8(Dunning, 1992, Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, de Magalhaes and Costa, 2009, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Bennett, 1986)","Carey, J.R. and D.S. Judge, 2002",-999,-999,"Bennett, 1986",-999,"Szekely, Lislevand, and Figuerola, 2007 from median of 3(Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Bennett, 1986)","Bennett, 1986 from median of 3(BC Birds - Margalida, A., Gonzalez, L.M., Sanchez, R., et al, 2007, BC Birds - Margalida, A., Arroyo, B.E., Bortolotti, G.R., et al, 2006, Bennett, 1986)","Bennett, 1986 from median of 3(Carrier, D.R., Auriemma, J., 1992, BC Birds - Margalida, A., Gonzalez, L.M., Sanchez, R., et al, 2007, Bennett, 1986)","Carey, J.R. and D.S. Judge, 2002 from median of 9(Wasser, D.E. and P.W. Sherman, 2010, Fransson, T., Kolehmainen, T., Kroon, C. et al., 2010, Carey, J.R. and D.S. Judge, 2002, de Magalhaes and Costa, 2009, Wasser, D.E. and P.W. Sherman, 2010, Carey, J.R. and D.S. Judge, 2002, Wasser, D.E. and P.W. Sherman, 2010, Wasser, D.E. and P.W. Sherman, 2010, de Magalhaes and Costa, 2009)",-999,-999,"mean of Dunning, 1992 & Krist, 2011 from median of 4(Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Bennett, 1986)","Krist, 2011 from median of 5(Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Bennett, 1986)","Dunning, 1992 from median of 3(Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, Krist, 2011)",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
